book_title,author,reader_review,rating
Dans tes bras avant Noël,Olivia Billington,Cette jolie histoire bien construite aux personnages attachants vous emmène dans un moment de lecture fort agréable et plutôt addictif.,4.5
Un hiver nommé désir,Ruby Jefferson,(chronique complète sur mon blogspot Emelivres + photo sur mon bookstagram Emelivres),1.0
Notre-Dame,Ken Follett,"En partant de l'incendie tragique de la cathédrale parisienne en avril 2019, Ken Follet retrace, à travers des moments clés de l'histoire de France, l'évolution de ce monument extraordinaire.",5.0
"L'Arabe du futur, tome 1",Riad Sattouf,"Mouais... Impression TRES mitigée, et je suis surpris de trouver tant d'enthousiasme...",1.5
Les Vilaines,Camila Sosa Villada,"Le parc Sarmiento à Cordoba en Argentine héberge sous un grand arbre la communauté transsexuelle. Un groupe de femmes, chaperonnées par une Tante Encarna quasi bicentenaire, qui se serrent les coudes pour survivre. Ce roman raconte leur quotidien fait de peurs, de pleurs, de colères, mais aussi de fêtes, de rituels, de solidarité. Une histoire très rude parsemée de moments oniriques avec Maria qui devient un oiseau et Natali qui se transforme en louve-garou les soirs de pleine lune. Un roman qui ouvre les yeux sur les conditions de cette communauté.",2.0
Perdre le corps,Théo Ananissoh,"Jean Adodo, togolais de retour au pays, propose au jeune Maxwell de séduire Minna contre rémunération. Il lui demande de la rendre heureuse et de lui en faire un récit toutes les semaines. Maxwell craint le piège, mais quand il voit Minna, il tombe fou amoureux. Une amitié se lie entre les deux hommes qui flânent au bord de la plage, mangent du poisson frais et partent découvrir les racines perdues de M. Adodo dans cette Afrique sauvage et sèche. Finalement, l’histoire d’un homme dans la cinquantaine, qui porte ses blessures et la conscience de sa finitude et souhaite profiter de la beauté de la vie.",3.0
Le dernier bain de Gustave Flaubert,Régis Jauffret,"Gustave Flaubert prend son dernier bain et ce faisant revoit sa vie entière. Il raconte sa jeunesse, ses amours, ses romans. Il mentionne largement sa correspondance avec ses maîtresses et amants, correspondance qu’il serait intéressant de lire si ce n’est qu’elle représente cinq volumes et un index dans la collection La Pléiade. Dans son bain, ses personnages viennent lui rendre visite, Bouvard et Pécuchet en souci que leur histoire ne soit pas terminée et Emma Bovary qui lui reproche de ne même pas avoir réussi à décider de la couleur de ses yeux et de lui avoir affublé une fine moustache noire sur la lèvre supérieure. Mélange de roman et de biographie, un vrai plaisir d’entrer dans ces moments de la vie de Flaubert, tout ça avec un fond d’humour et de dérision. Ce livre est accompagné d’un “chutier”, passages retirés du manuscrit. Quelque chose que je n’avais jamais vu auparavant.",5.0
Days ,James Lovegrove,"Days , le plus beau , le plus grand , le magasin ou vous trouverez tout et n'importe quoi , mais il vous faudra la carte pour y accéder ...",4.0
Days ,James Lovegrove,"Days , le plus beau , le plus grand , le magasin ou vous trouverez tout et n'importe quoi , mais il vous faudra la carte pour y accéder ...",4.0
Sous les flocons d'Inverness,Mouna Bouslouk,"Julie n'avait pas prévu de passé un séjour en Ecosse, à Inverness plus précisément. Oui mais voilà sa sœur Anna a disparu quelques jours plus tôt alors qu'elle passait le week-end sur place avec ses amies et un mystérieux jeune homme dont Julie ne connaît nullement l'identité...",4.0
"Amour, flocons de neige et pudding",Mills Coleman,J’ai passé un bon moment avec ce livre !,3.5
Les petites distances,Véro Cazot,"Léonie est une jeune et jolie femme rousse qui est hantée chaque nuit par des visions d’êtres difformes. Max est un jeune homme tellement insignifiant qu’il en devient transparent, mais réellement transparent. Il va s’incruster dans la vie de Léonie, faire disparaître ses démons nocturnes, supporter de la voir dans les bras d’un autre, bref vivre avec cette femme qui ne le voit pas. Lorsque Léonie croit enfin avoir recouvré la liberté, elle se rend compte qu’il reste un démon chez elle et que celui-là n’est pas monstrueux, mais qu’elle l’aime. Et cet amour rendra à Max son “opacité”. Jolie parabole cette vraie transparence pour montrer l’insignifiance qu’on peut avoir pour l’autre, ce sentiment de ne pas exister à ces yeux. Très tendre histoire, très joli dessin",4.0
"Blanche, la panthère des cimes",MILISAVA PETKOVI,"Un joli album jeunesse sur l'importance d'aider son prochain. On rencontre une petite panthère des neiges ayant perdu ses parents et qui tente de les retrouver. Lors de sa recherche, elle pourra compter sur l'aide d'autres animaux.",3.0
Le garçon au visage disparu,Larry Tremblay,"Jérémy est un ado qui a du mal à supporter les absences de son père qui parcourt le monde pur une organisation humanitaire. Un matin, alors que sa mère va le voir elle découvre que son visage a disparu et cette disparition coïncide avec l'enlèvement de son père. Une histoire étonnante, fantastique, et pourtant très simple qui parle d'adolescence et du manque que l'on peut ressentir face à l'absence.",4.0
Sans passer par la case départ,Camilla Läckberg,"Quatre jeunes adolescents riches se retrouvent ensemble pour fêter nouvel an. Une quantité considérable d’alcool, un peu de drogue, un jeu de Monopoly dont les règles ont été adaptées. Quatre adolescents pour lesquels l’argent ne sera jamais un problème, mais qui sont tous abimés… Un père qui est violent, une mère qui boit, un père qui viole, une mère qui ignore. De la maison où ils sont, ils peuvent voir leurs parents jouer la mascarade de la vie en société. Au fil de la soirée, de discussion en confidence, ils concluent qu’ils seraient mieux sans ces parents. Minuit sonnera différemment pour tous. Un tout petit roman, vraiment petit, une nouvelle et pas grand-chose de plus à en dire.",2.0
Petit traité de toutes vérités sur l'existence,Fred Vargas,"Toutes vérités effectivement. Fred Vargas nous emmène dans un soliloque drôle et pertinent. Le pivot central de ce petit essai est l’amour, comment éviter de la rater, comment le conserver, comment ne pas utiliser la mallette des outils de pression (téléphone, sollicitation, chantage, ultimatum) mais plutôt la mallette d’outils contraires (solitude compacte, patience, insouciance, désinvolture). Il y a une jolie partie sur la religion, particulièrement les religions monothéistes. Monothéiste alors qu’on adore Dieu, son fils, le Saint-Esprit, la Vierge Marie et environ 600 saints, petits et grands. Elle parle également de la guerre, des vers de terre, des homards et beaucoup de sa famille et de l’homme de sa vie qui à l’air de ne bientôt plus l’être. Tous ces thèmes sont entremêlés, elle se perd, mais retombe sur ses pieds. C’est débordant d’un humour magnifique, j’ai adoré.",4.0
"Le sang et la cendre, tome 1",Jennifer L. Armentrout,Que dire de ce roman?,2.0
Les fleurs jumelles,Philippe Nicolas (III),Ce thriller poétique nous plonge autant dans l’univers de la « fintech » que dans une ville de New-York sublimée.,5.0
Le mode avion,Laurent Nunez,"Étienne Choulier et Stefán Meinhof sont deux linguistes qui décident de snober La Sorbonne et de se retirer à la campagne pour trouver une nouvelle théorie du langage. Ils cherchent pendant plusieurs années. Choulier trouve d’abord ce qu’il appelle “la demande de précision chrono-linguistique”, une théorie sur la précision et l’imprécision lorsqu’on donne l’heure. Meinhof mettra plus de temps, mais découvrira “l’appel d’air linguistico-sexuel”, une théorie développé dans le livre de façon tellement jolie, qui montre qu’une discussion ne peut avoir lieu qu’avec un principe de coopération, les propos de l’un devant s’intégrer dans les propos de l’autre. La vie publique de leurs deux théories, en pleine guerre mondiale, va être particulièrement difficile et ne laissera pour la postérité qu’un des deux linguistes. À noter encore que ce livre est bâti sur trois chapitres aux titres d’actualité : les gestes barrières, le confinement, la propagation… Un très très joli livre, tout en douceur et sérénité.",4.5
Nouvelles d'Islande, Sveinbjörn I. Baldvinsson,"Six petites nouvelles de ce pays glacé qui semble assez prolifique en littérature. On connait bien celle qui tourne autour de meurtres et d’inspecteurs aux personnalités particulières, mais ici, c’est plutôt des nouvelles sans queue ni tête, loufoques et déjantées. Une histoire de réfrigérateur et de père absent, une obsession sur les pieds d’une libraire qui n’a que deux orteils à chaque pied, un conte qui ressemble à la légende de la tour de Babel, mais où tout le monde vit heureux dans cette incompréhension mutuelle. C’est drôle et bizarre. Joli petit moment de lecture.",3.0
Billie H.,Louis Atangana,I’m a fool to want you,3.0
Celle qui revenait,Magali Stourme,"Et bien voilà, je viens de finir ce troisième roman de Magali Stourme qui dévoile le secret de Jude. J'avais hâte de connaitre la fin ! Le suspens dure jusqu'au bout , BRAVO !! Vraiment, j'ai vraiment bien aimé. Le style a évolué par rapport au premier tome",5.0
Les Quatre Fleuves,Fred Vargas,"Grégoire et son copain braquent un vieillard et lui volent son sac à dos. Quand Grégoire se rend chez son copain le lendemain, il le trouve mort. Il récupère le sac et y découvre une belle somme d’argent, mais également un bric-à-brac d’objets qui font penser à un culte style vaudou. Il appelle anonymement la police et c’est le commissaire Adamsberg qui est chargé de l’enquête. Adamsberg voit dans ce meurtre la signature du Bélier, un meurtrier recherché que la police peine à attraper. Une petite partie de cache-cache avec le meurtrier s’ensuit. En marge de ce meurtre, il y a le père de Grégoire, qui élève seul ses quatre fils, dont un seul est vraiment le sien, mais il ne sait pas lequel. Ce père recrée la Fontaine des Quatre Fleuves de Bernin à Rome avec des canettes de bières, monument gigantesque qu’il ne finira jamais. J’adore ces histoires de Fred Vargas avec son commissaire.",3.5
"Ne rougis pas, tome 1 : Dans la peau", Lanabellia,"Parfois il suffit d’un regard, d’une rencontre pour changer une vie …",4.0
Midi pile,Rébecca Dautremer,"Midi pile doit être le plus fragile des livres qui soit, un livre tout en dentelles fines, un livre qu’il faut littéralement traverser. Jacominus, petit lapin, a donné rendez-vous à Douce à midi pile. Il est impatient comme tout de voir arriver sa bien-aimée. L’histoire démarre donc chez Douce et, au travers des pages, de superpositions en transparences, nous la suivons qui traverse son jardin, son village, le marché et jusqu’au port où elle retrouve enfin Jacominus. Une histoire pour enfant dans un livre impossible à manipuler pour un petit. Un livre à lire à ses enfants avant le coucher au chaud sous la couette.",5.0
Think Like a Mountain,Aldo Leopold,"“Think Like a Mountain” is part of a series published by Penguin named “Green ideas”, 20 classics of the environmental movement. This text is extracted from “A Sand County Almanach” published in 1949 by Aldo Leopold, an ecologist, forester, and nature writer. He talks about America's wildlands, mainly souvenirs of his childhood and early adulthood. He is also the first to have described the idea of trophic cascades, indirect interactions that can destabilise whole ecosystems, like taking away a predator. Leopold observed that after taking away wolves from Yellowstone National Park, deer proliferated and ate woody species to the point where there were no more… which subsequently reduced the deer population because there was nothing left to eat. What is amazing about this text is that it is so up-to-date on what is happening now but was written 70 years ago. When are we going to understand ?",4.0
